Generated using GEOMAGIA50.v3.3 on Jan/11/2022
Age[yr.AD],Sigma-ve[yr.],Sigma+ve[yr.],VADM[E22_AmE2],SigmaVADM[E22_AmE2],SiteLat[deg.],SiteLon[deg.],ArcheoVolcanic,MatID,PIMethID,AltMonID,CoolRID,AnisoID,DatMethID,SpecTypeID,RefID,UploadYear,Uploader,Editor,LastEditDate,UID,
       -5650,         100,         100,        7.46,        0.52,     36.4170,     38.1700,Archeo,5,9,8,           1,           4,101,3,         744,2017,Maxwell Brown,-999,-999,10471,
       -5645,           5,           5,        8.30,        0.56,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6931,
       -5640,          10,          10,        7.54,        0.02,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6932,
       -5638,           8,           8,        8.15,        0.34,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6933,
       -5633,           3,           3,        9.21,        0.05,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6934,
       -5630,          10,          10,        8.94,        0.05,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6935,
       -5625,           5,           5,        9.36,        0.14,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6936,
       -5620,          10,          10,        9.03,        0.20,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6937,
       -5611,          21,          21,        7.07,        0.81,     36.3392,     42.3494,Archeo,5,9,8,           1,           4,102;109,3,         755,2019,Maxwell Brown,-999,-999,10753,
       -5610,          10,          10,        7.72,        0.38,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6938,
       -5609,          -1,          -1,        7.88,        1.33,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1286,
       -5609,          -1,          -1,       10.95,        0.74,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3314,
       -5605,           5,           5,        8.96,        0.14,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6939,
       -5605,           5,           5,        8.64,        0.11,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6940,
       -5605,           5,           5,        9.65,     -999.00,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6941,
       -5600,          10,          10,        8.82,        0.25,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6942,
       -5600,         200,         200,        8.57,        0.33,     55.0000,    105.0000,Archeo,2,2,6,          -1,           1,101;102,-1,         797,2019,Gwenael Herve,-999,-999,11315,
       -5600,          -1,          -1,        9.59,     -999.00,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3429,
       -5600,          70,          70,        6.20,        0.42,     43.1000,     25.6000,Archeo,10,1,-1,          -1,          -1,110,2,         239,2013,Fabio Donadini,-999,-999,9341,
       -5600,          50,          50,        8.64,        0.18,     42.1200,     23.0500,Archeo,26,2,1;2,          -1,           2,101;110,2,         905,2020,Maxwell Brown,-999,-999,13029,
       -5590,          10,          10,        8.22,        0.16,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6943,
       -5590,          10,          10,        8.15,        0.36,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6944,
       -5585,           5,           5,        9.05,        0.02,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6945,
       -5585,           5,           5,        8.75,        0.20,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6946,
       -5585,          10,          10,        8.30,        0.70,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6947,
       -5583,          21,          21,        5.59,        0.42,     36.3392,     42.3494,Archeo,5,9,8,           1,           4,102;109,3,         755,2019,Maxwell Brown,-999,-999,10752,
       -5578,           8,           8,        8.33,        0.20,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6948,
       -5570,          10,          10,        9.05,        0.25,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6949,
       -5565,           5,           5,        8.93,        0.09,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6950,
       -5565,           5,           5,        8.48,     -999.00,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6951,
       -5558,          67,          67,        7.01,        0.25,     41.8000,     23.6000,Archeo,10,1,2,          -1,          -1,102,2,         239,2013,Fabio Donadini,-999,-999,9339,
       -5558,          21,          21,        7.99,        0.25,     36.3392,     42.3494,Archeo,5,9,8,           1,           4,102;109,3,         755,2019,Maxwell Brown,-999,-999,10751,
       -5555,           5,           5,        9.05,        0.36,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6952,
       -5555,           5,           5,        7.72,        0.70,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6953,
       -5551,          20,          20,        6.48,        0.23,     36.3392,     42.3494,Archeo,5,9,8,           1,           4,102;109,3,         755,2019,Maxwell Brown,-999,-999,10750,
       -5550,         600,         600,        5.66,        0.07,     34.8000,    105.7000,Archeo,5,2,-1,           1,           1,103,1,          25,2007,Fabio Donadini,Maxwell Brown,7/24/2017,518,
       -5550,          10,          10,        8.55,        0.16,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6954,
       -5550,         600,         600,        7.39,        0.26,     34.8000,    105.7000,Archeo,5,7,-1,           1,           4,101;103,3,          51,2007,Fabio Donadini,-999,-999,1324,
       -5550,          50,          50,        9.48,        0.30,     42.5000,     25.9000,Archeo,2,1,2,          -1,          -1,110,2,         197,2014,Fabio Donadini,-999,-999,9589,
       -5550,        2500,        2500,        9.04,        0.61,    -39.2720,    175.5399,Volcanic,4,2;4,1,          -1,          -1,108,1,         882,2019,Maxwell Brown,-999,-999,12449,
       -5550,          80,          80,        4.68,        0.20,     43.5600,     13.5700,Archeo,10,13,-1,          -1,           4,102,-1,         807,2019,Gwenael Herve,-999,-999,11436,
       -5550,          50,          50,        9.26,        0.38,     42.1200,     23.0500,Archeo,10,2,1;2,          -1,           2,101;110,2,         905,2020,Maxwell Brown,-999,-999,13030,
       -5540,          80,          80,        7.84,        0.61,     43.1000,     25.6000,Archeo,10,1,6,          -1,          -1,110,2,         239,2014,Fabio Donadini,-999,-999,9660,
       -5530,           5,           5,        8.24,        0.61,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6955,
       -5525,          25,          25,        5.55,        0.63,     36.4170,     38.1700,Archeo,5,9,8,           1,           4,101,3,         744,2017,Maxwell Brown,-999,-999,10472,
       -5510,          10,          10,        8.51,        0.65,     36.4000,     42.4000,Archeo,5,2,6,          -1,           5,101,2,         388,2009,Fabio Donadini,-999,-999,6956,
       -5510,          30,          30,        5.87,        0.22,     36.3392,     42.3494,Archeo,5,9,8,           1,           4,102;109,3,         755,2019,Maxwell Brown,-999,-999,10749,
       -5500,          -1,          -1,       10.26,        0.51,    -38.1200,    176.4780,Volcanic,4,2,1,          -1,          -1,109,1,         433,2009,Fabio Donadini,Maxwell Brown,7/24/2017,8279,
       -5500,          50,          50,        5.79,        0.15,     43.7000,     25.3000,Archeo,10,1,1,          -1,          -1,110,2,         239,2014,Fabio Donadini,-999,-999,9661,
       -5497,          29,          29,        5.88,        0.20,     36.3392,     42.3494,Archeo,5,9,8,           1,           4,102;109,3,         755,2019,Maxwell Brown,-999,-999,10748,
       -5490,          40,          40,        7.43,        0.69,     42.6000,     25.4000,Archeo,10,1,6,          -1,          -1,110,2,         502,2013,Fabio Donadini,-999,-999,9344,
       -5485,          35,          35,        7.80,        0.34,     42.1000,     23.1000,Archeo,10,1,2,          -1,          -1,102;110,2,         197,2013,Fabio Donadini,-999,-999,9345,
       -5480,          -1,          -1,        9.72,        0.43,     42.8800,    237.9100,Volcanic,4,2,1,          -1,          -1,102,1,          39,2009,Fabio Donadini,Maxwell Brown,7/24/2017,883,
       -5480,          50,          50,        6.53,        0.17,     43.3000,     26.2000,Archeo,9,1,2,          -1,          -1,110,2,         502,2014,Fabio Donadini,-999,-999,9592,
       -5475,          25,          25,        8.17,        0.38,     36.4170,     38.1700,Archeo,5,9,8,           1,           4,101,3,         744,2017,Maxwell Brown,-999,-999,10473,
       -5471,          27,          27,        5.87,        0.27,     36.3392,     42.3494,Archeo,5,9,8,           1,           4,102;109,3,         755,2019,Maxwell Brown,-999,-999,10747,
       -5470,          50,          50,        6.07,        0.92,     43.0000,     27.5000,Archeo,2,1,-1,          -1,          -1,101;110,2,         197,2013,Fabio Donadini,-999,-999,9337,
       -5465,          -1,          -1,        4.49,        0.28,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1287,
       -5465,         155,         155,        4.43,        0.08,     43.5600,     13.5700,Archeo,10,13,-1,          -1,           4,102,-1,         807,2019,Gwenael Herve,-999,-999,11437,
       -5465,          35,          35,        5.56,     -999.00,     37.3360,     -3.9640,Archeo,5,2,6,          -1,           1,101;102;109,3,         821,2019,Gwenael Herve,-999,-999,11745,
       -5465,          35,          35,        7.13,     -999.00,     37.3360,     -3.9640,Archeo,5,2,6,          -1,           1,101;102;109,3,         821,2019,Gwenael Herve,-999,-999,11746,
       -5465,          35,          35,        7.38,     -999.00,     37.3360,     -3.9640,Archeo,5,2,6,          -1,           1,101;102;109,3,         821,2019,Gwenael Herve,-999,-999,11747,
       -5465,          -1,          -1,        8.13,        0.67,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3315,
       -5460,          60,          60,        5.88,        0.18,     41.9000,     25.3000,Archeo,2,1,1,          -1,          -1,109;110,2,         502,2014,Fabio Donadini,-999,-999,9656,
       -5452,          29,          29,        5.72,        0.18,     36.3392,     42.3494,Archeo,5,9,8,           1,           4,102;109,3,         755,2019,Maxwell Brown,-999,-999,10746,
       -5450,          70,          70,        5.16,        0.47,     43.1000,     25.6000,Archeo,10,1,6,          -1,          -1,110,2,         239,2014,Fabio Donadini,-999,-999,9662,
       -5450,          50,          50,        4.97,        0.30,     42.0300,     25.8300,Archeo,18,2,1;2,          -1,           2,101;110,2,         905,2020,Maxwell Brown,-999,-999,13031,
       -5440,          25,          25,        5.85,        0.27,     36.3392,     42.3494,Archeo,5,9,8,           1,           4,102;109,3,         755,2019,Maxwell Brown,-999,-999,10745,
       -5430,          50,          50,        5.08,        0.06,     43.7000,     25.3000,Archeo,10,1,1,          -1,          -1,110,2,         239,2014,Fabio Donadini,-999,-999,9624,
       -5425,          50,          50,        5.14,        0.46,     42.1200,     23.0500,Archeo,26,1;2,1;2,          -1,           2,101;110,2,         905,2020,Maxwell Brown,-999,-999,13032,
       -5425,          25,          25,        7.27,        0.43,     36.4170,     38.1700,Archeo,5,9,8,           1,           4,101,3,         744,2017,Maxwell Brown,-999,-999,10474,
       -5425,          25,          25,        7.46,        0.41,     36.4170,     38.1700,Archeo,5,9,8,           1,           4,101,3,         744,2017,Maxwell Brown,-999,-999,10475,
       -5410,         100,         100,        6.04,        0.58,     33.2000,     43.5000,Archeo,5,2,-1,          -1,          -1,0,0,         102,2007,Fabio Donadini,-999,-999,2678,
       -5402,          30,          30,        5.85,        0.29,     36.3392,     42.3494,Archeo,5,9,8,           1,           4,102;109,3,         755,2019,Maxwell Brown,-999,-999,10744,
       -5400,         100,         100,        7.41,        0.78,     43.8000,     21.5000,Archeo,2,1,-1,          -1,          -1,110,2,         502,2013,Fabio Donadini,-999,-999,9343,
       -5400,          50,          50,        4.99,        0.32,     42.0300,     25.8300,Archeo,10,2,1;2,          -1,           2,101;110,2,         905,2020,Maxwell Brown,-999,-999,13033,
       -5398,          72,          72,        5.49,        0.44,     43.2000,     26.6000,Archeo,10,1,2,          -1,          -1,102,2,         239,2013,Fabio Donadini,-999,-999,9336,
       -5390,          35,          35,        6.60,     -999.00,     37.3360,     -3.9640,Archeo,5,2,6,          -1,           1,101;102;109,3,         821,2019,Gwenael Herve,-999,-999,11748,
       -5375,          25,          25,        6.91,        0.50,     36.4170,     38.1700,Archeo,5,9,8,           1,           4,101,3,         744,2017,Maxwell Brown,-999,-999,10476,
       -5375,          25,          25,        7.01,        0.31,     36.4170,     38.1700,Archeo,5,9,8,           1,           4,101,3,         744,2017,Maxwell Brown,-999,-999,10477,
       -5325,          25,          25,        6.42,        0.63,     36.4170,     38.1700,Archeo,5,9,8,           1,           4,101,3,         744,2017,Maxwell Brown,-999,-999,10478,
       -5325,          25,          25,        6.51,        0.36,     36.4170,     38.1700,Archeo,5,9,8,           1,           4,101,3,         744,2017,Maxwell Brown,-999,-999,10479,
       -5325,          25,          25,        7.28,        0.52,     36.4170,     38.1700,Archeo,5,9,8,           1,           4,101,3,         744,2017,Maxwell Brown,-999,-999,10480,
       -5320,         100,         100,        7.31,        0.57,     43.1000,     25.6000,Archeo,10,1,2,          -1,          -1,109;110,2,         197,2013,Fabio Donadini,-999,-999,9350,
       -5320,          35,          35,        6.60,     -999.00,     37.3360,     -3.9640,Archeo,5,2,6,          -1,           1,101;102;109,3,         821,2019,Gwenael Herve,-999,-999,11749,
       -5314,          36,          36,        5.76,        0.20,     36.3392,     42.3494,Archeo,5,9,8,           1,           4,102;109,3,         755,2019,Maxwell Brown,-999,-999,10743,
       -5313,          36,          36,        5.56,        0.11,     36.3392,     42.3494,Archeo,5,9,8,           1,           4,102;109,3,         755,2019,Maxwell Brown,-999,-999,10742,
       -5301,          -1,          -1,        6.91,        0.38,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1288,
       -5300,          -1,          -1,        8.06,        1.12,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3430,
       -5300,          -1,          -1,        7.61,        0.43,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3431,
       -5300,          50,          50,        6.41,        0.49,     42.0300,     25.8300,Archeo,10;26,1;2,1;2,          -1,           2,101;110,2,         905,2020,Maxwell Brown,-999,-999,13035,
       -5300,          50,          50,        6.94,        0.35,     42.0800,     23.0700,Archeo,26,1;2,1;2,          -1,           2,101;110,2,         905,2020,Maxwell Brown,-999,-999,13036,
       -5280,          50,          50,        6.87,        0.64,     43.1000,     27.4000,Archeo,2,1,6,          -1,          -1,110,2,         197,2013,Fabio Donadini,-999,-999,9354,
       -5275,          50,          50,        6.39,        0.29,     42.1200,     23.0500,Archeo,26,2,1;2,          -1,           2,101;110,2,         905,2020,Maxwell Brown,-999,-999,13037,
       -5268,         214,         214,        6.81,        0.94,     42.6000,     25.4000,Archeo,10,1,6,          -1,          -1,102,2,         239,2013,Fabio Donadini,-999,-999,9349,
       -5266,          50,          50,        6.79,        0.44,     43.0800,     25.3500,Archeo,2,2,1,          -1,          -1,102,2,         239,2014,Fabio Donadini,-999,-999,9663,
       -5262,          38,          38,        6.01,        0.51,     36.3392,     42.3494,Archeo,5,9,8,           1,           4,102;109,3,         755,2019,Maxwell Brown,-999,-999,10741,
       -5250,          70,          70,        6.37,        0.42,     43.3000,     26.2000,Archeo,10,1,1,          -1,          -1,110,2,         502,2014,Fabio Donadini,-999,-999,9593,
       -5250,          50,          50,        7.12,        0.41,     43.5000,     21.3000,Archeo,2,1,-1,          -1,          -1,110,2,         197,2013,Fabio Donadini,-999,-999,9351,
       -5250,          50,          50,        7.54,        0.93,     43.5000,     21.3000,Archeo,2,1,-1,          -1,          -1,110,2,         502,2013,Fabio Donadini,-999,-999,9352,
       -5250,         150,         150,        6.17,        0.33,     40.5000,     21.3000,Archeo,26,1,1,           1,           3,101;102;109,0,         503,2011,Fabio Donadini,-999,-999,8850,
       -5250,         250,         250,        6.23,        1.00,     36.1000,    139.0000,Archeo,5,1,-1,          -1,          -1,103,1,          92,2007,Fabio Donadini,-999,-999,2494,
       -5250,          35,          35,        5.71,     -999.00,     37.3360,     -3.9640,Archeo,5,2,6,          -1,           1,101;102;109,3,         821,2019,Gwenael Herve,-999,-999,11750,
       -5240,          50,          50,        7.76,        0.75,     43.3000,     26.5000,Archeo,2,1,6,          -1,          -1,110,2,         197,2013,Fabio Donadini,-999,-999,9347,
       -5237,          41,          41,        5.36,        0.36,     36.3392,     42.3494,Archeo,5,9,8,           1,           4,102;109,3,         755,2019,Maxwell Brown,-999,-999,10740,
       -5230,          -1,          -1,        5.18,        0.11,     35.9300,    140.5500,Archeo,5,2,-1,          -1,          -1,101,0,         127,2007,Fabio Donadini,-999,-999,3176,
       -5230,          -1,          -1,        5.10,     -999.00,     35.9300,    140.5500,Archeo,5,2,-1,          -1,          -1,101,0,         127,2007,Fabio Donadini,-999,-999,3177,
       -5230,          -1,          -1,        6.04,        0.98,     36.3800,    138.9500,Archeo,5,2,-1,          -1,          -1,103,0,         127,2007,Fabio Donadini,-999,-999,3178,
       -5226,          84,         160,        8.80,        1.64,     19.0800,    204.4000,Volcanic,4,2,1,           2,          -1,102,1,          87,2007,Fabio Donadini,-999,-999,2427,
       -5225,         100,         100,        7.45,        0.22,     43.1000,     25.6000,Archeo,10,1,2,          -1,          -1,109;110,2,         197,2013,Fabio Donadini,-999,-999,9348,
       -5199,          44,          44,        5.67,        0.61,     36.3392,     42.3494,Archeo,5,9,8,           1,           4,102;109,3,         755,2019,Maxwell Brown,-999,-999,10739,
       -5195,          20,          20,        7.13,     -999.00,     37.3360,     -3.9640,Archeo,5,2,6,          -1,           1,101;102;109,3,         821,2019,Gwenael Herve,-999,-999,11751,
       -5180,          20,          20,        6.83,     -999.00,     37.3360,     -3.9640,Archeo,5,2,6,          -1,           1,101;102;109,3,         821,2019,Gwenael Herve,-999,-999,11752,
       -5180,          20,          20,        5.17,     -999.00,     37.3360,     -3.9640,Archeo,5,2,6,          -1,           1,101;102;109,3,         821,2019,Gwenael Herve,-999,-999,11753,
       -5165,          55,          55,        7.75,        0.30,     43.8500,     26.0000,Archeo,10,1,1,          -1,          -1,109;110,2,         502,2014,Fabio Donadini,-999,-999,9632,
       -5162,          49,          49,        5.76,        0.25,     36.3392,     42.3494,Archeo,5,9,8,           1,           4,102;109,3,         755,2019,Maxwell Brown,-999,-999,10738,
       -5150,          50,          50,        7.62,        0.11,     43.7000,     25.3000,Archeo,10,1,1,          -1,          -1,110,2,         502,2014,Fabio Donadini,-999,-999,9623,
       -5150,         150,         150,        5.21,        0.33,     34.4170,     40.0170,Archeo,5,9,8,           1,           4,101,3,         744,2017,Maxwell Brown,-999,-999,10481,
       -5150,         150,         150,        5.14,        0.17,     34.4170,     40.0170,Archeo,5,9,8,           1,           4,101,3,         744,2017,Maxwell Brown,-999,-999,10482,
       -5137,          -1,          -1,        5.56,        1.35,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1289,
       -5137,          -1,          -1,        7.05,        0.51,     43.8200,    238.7100,Volcanic,4,2,1,          -1,          -1,102,1,          39,2007,Fabio Donadini,Maxwell Brown,7/24/2017,884,
       -5137,          -1,          -1,       11.02,        0.76,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3316,
       -5127,          -1,          -1,       10.29,        1.34,     19.7000,    246.4000,Volcanic,4,2,1,          -1,          -1,110,1,         375,2009,Fabio Donadini,-999,-999,6835,
       -5125,          93,          93,        8.21,        0.94,     43.1000,     25.7000,Archeo,2,1,-1,          -1,          -1,102,2,         239,2013,Fabio Donadini,-999,-999,9355,
       -5125,          56,          56,        5.68,        0.38,     36.3392,     42.3494,Archeo,5,9,8,           1,           4,102;109,3,         755,2019,Maxwell Brown,-999,-999,10737,
       -5112,         102,         102,        8.71,        0.80,     41.4000,     23.3000,Archeo,2,1,6,          -1,          -1,102,2,         239,2014,Fabio Donadini,-999,-999,9590,
       -5105,          35,          35,       10.20,     -999.00,     37.3360,     -3.9640,Archeo,5,2,6,          -1,           1,101;102;109,3,         821,2019,Gwenael Herve,-999,-999,11754,
       -5105,          35,          35,       11.30,     -999.00,     37.3360,     -3.9640,Archeo,5,2,6,          -1,           1,101;102;109,3,         821,2019,Gwenael Herve,-999,-999,11755,
       -5103,         106,         106,        6.84,     -999.00,     45.5700,     11.0000,Archeo,48,4,1,          -1,          -1,102,1,         749,2019,Maxwell Brown,-999,-999,10652,
       -5100,         300,         300,        5.64,        0.24,     42.0000,     43.0000,Archeo,8,2,6,          -1,           5,101,2,          65,2007,Fabio Donadini,-999,-999,1686,
       -5100,         300,         300,        6.78,        0.36,     35.8000,    139.7000,Archeo,5,2,0,           0,           0,101;103,1,          24,2007,Fabio Donadini,-999,-999,460,
       -5093,         374,         374,        5.61,        0.27,    -35.9000,    144.5000,Archeo,10,2,-1,          -1,          -1,102,1,          60,2007,Fabio Donadini,-999,-999,1451,
       -5070,         139,         139,       11.34,        1.34,     19.8853,    258.5498,Volcanic,4,4,1,          -1,          -1,102,1,         912,2020,Gwenael Herve,-999,-999,13123,
       -5060,         100,         100,        7.06,        0.38,     41.1000,     24.0200,Archeo,5,6,6,          -1,          -1,102;104,0,         112,2012,Fabio Donadini,-999,-999,8905,
       -5050,         500,         500,        7.22,        0.24,     41.7000,    123.4000,Archeo,8,22,3,          -1,          -1,103,-1,         872,2019,Maxwell Brown,-999,-999,12289,
       -5050,         500,         500,        5.22,        0.20,     41.7000,    123.4000,Archeo,8,22,3,          -1,          -1,103,-1,         872,2019,Maxwell Brown,-999,-999,12290,
       -5050,         700,         700,        6.25,        0.51,     36.3000,    102.4000,Archeo,5,2,-1,           1,           1,101,1,          25,2007,Fabio Donadini,Maxwell Brown,7/24/2017,519,
       -5050,         500,         500,        6.13,        1.00,     41.7500,    123.4000,Archeo,5,23,-1,           1,           2,101,1,          25,2007,Fabio Donadini,Maxwell Brown,5/1/2019,531,
       -5050,         700,         700,        6.63,        0.90,     34.8000,    105.7000,Archeo,5,7,-1,           1,           4,101;103,3,          51,2007,Fabio Donadini,-999,-999,1325,
       -5050,         100,         100,        9.23,        0.66,     42.5000,     26.0000,Archeo,2,1,6,          -1,          -1,102;110,2,         502,2013,Fabio Donadini,-999,-999,9356,
       -5050,         250,         250,        5.38,        0.05,     35.8000,    139.0000,Archeo,5,1,-1,          -1,          -1,101,1,          92,2007,Fabio Donadini,-999,-999,2495,
       -5036,          -1,          -1,        7.30,        0.84,     43.9200,    238.6200,Volcanic,4,2,1,          -1,          -1,102,1,          39,2007,Fabio Donadini,Maxwell Brown,7/24/2017,885,
       -5035,          35,          35,        7.31,     -999.00,     37.3360,     -3.9640,Archeo,5,2,6,          -1,           1,101;102;109,3,         821,2019,Gwenael Herve,-999,-999,11756,
       -5035,          35,          35,        6.56,     -999.00,     37.3360,     -3.9640,Archeo,5,2,6,          -1,           1,101;102;109,3,         821,2019,Gwenael Herve,-999,-999,11757,
       -5030,         100,         100,        8.68,        0.55,     41.9000,     23.5000,Archeo,10,1,6,          -1,          -1,110,2,         197,2013,Fabio Donadini,-999,-999,9357,
       -5026,          -1,          -1,        7.08,        0.20,     43.9100,    238.6500,Volcanic,4,2,1,          -1,          -1,102,1,          39,2009,Fabio Donadini,Maxwell Brown,7/24/2017,886,
       -5000,         200,         200,        6.97,        0.57,     55.0000,    105.0000,Archeo,2,2,6,          -1,           1,101;102,-1,         797,2019,Gwenael Herve,-999,-999,11314,
       -5000,         250,         250,        6.49,        1.88,     33.2000,     43.5000,Archeo,5,2,-1,          -1,          -1,0,0,         102,2007,Fabio Donadini,-999,-999,2679,
       -5000,          -1,          -1,        8.68,     -999.00,     29.3000,    112.3000,Archeo,5,3,-1,           2,           4,101,1,          29,2007,Fabio Donadini,-999,-999,651,
       -5000,         100,         100,        8.46,        0.98,     42.0000,     43.0000,Archeo,8,2,6,          -1,           5,101,2,          65,2007,Fabio Donadini,-999,-999,1687,
       -5000,         100,         100,        5.68,        0.49,     41.1000,     24.0200,Archeo,5,6,6,          -1,          -1,102;104,0,         112,2012,Fabio Donadini,-999,-999,8906,
       -4985,         500,         500,        7.68,        0.78,     36.4000,     42.4000,Archeo,8,2,6,          -1,           5,101,2,         101,2009,Fabio Donadini,-999,-999,2576,
       -4982,         500,         500,        9.36,        0.94,     36.4000,     42.4000,Archeo,8,2,6,          -1,           5,101,2,         101,2009,Fabio Donadini,-999,-999,2577,
       -4966,          -1,          -1,        7.80,        0.63,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1290,
       -4965,         500,         500,        8.39,        0.85,     36.4000,     42.4000,Archeo,8,2,6,          -1,           5,101,2,         101,2007,Fabio Donadini,-999,-999,2578,
       -4965,         500,         500,        7.86,        0.79,     36.4000,     42.4000,Archeo,8,2,6,          -1,           5,101,2,         101,2007,Fabio Donadini,-999,-999,2579,
       -4958,          -1,          -1,        5.58,     -999.00,     43.6400,    238.7500,Volcanic,4,2,1,          -1,          -1,102,1,          39,2009,Fabio Donadini,Maxwell Brown,7/24/2017,887,
       -4952,         500,         500,        7.72,        0.78,     36.4000,     42.4000,Archeo,8,2,6,          -1,           5,101,2,         101,2007,Fabio Donadini,-999,-999,2580,
       -4945,         500,         500,        6.10,        0.61,     36.4000,     42.4000,Archeo,8,2,6,          -1,           5,101,2,         101,2007,Fabio Donadini,-999,-999,2581,
       -4945,         500,         500,        7.03,        0.70,     36.4000,     42.4000,Archeo,8,2,6,          -1,           5,101,2,         101,2007,Fabio Donadini,-999,-999,2582,
       -4940,         100,         100,        7.05,        0.19,     41.1000,     24.0200,Archeo,5,6,6,          -1,          -1,102;104,0,         112,2012,Fabio Donadini,-999,-999,8907,
       -4940,          60,          60,        5.35,     -999.00,     37.3360,     -3.9640,Archeo,5,2,6,          -1,           1,101;102;109,3,         821,2019,Gwenael Herve,-999,-999,11758,
       -4940,          60,          60,        6.13,     -999.00,     37.3360,     -3.9640,Archeo,5,2,6,          -1,           1,101;102;109,3,         821,2019,Gwenael Herve,-999,-999,11759,
       -4935,         500,         500,        6.87,        0.69,     36.4000,     42.4000,Archeo,8,2,6,          -1,           5,101,2,         101,2007,Fabio Donadini,-999,-999,2583,
       -4935,         500,         500,        7.16,        0.72,     36.4000,     42.4000,Archeo,8,2,6,          -1,           5,101,2,         101,2007,Fabio Donadini,-999,-999,2584,
       -4935,         250,         250,        7.00,        0.70,     37.3690,     59.5600,Archeo,8,2,6,          -1,           5,101,2,         122,2007,Fabio Donadini,-999,-999,2936,
