Generated using GEOMAGIA50.v3.3 on Jan/11/2022
Age[yr.AD],Sigma-ve[yr.],Sigma+ve[yr.],VADM[E22_AmE2],SigmaVADM[E22_AmE2],SiteLat[deg.],SiteLon[deg.],ArcheoVolcanic,MatID,PIMethID,AltMonID,CoolRID,AnisoID,DatMethID,SpecTypeID,RefID,UploadYear,Uploader,Editor,LastEditDate,UID,
      -50000,       50000,       50000,        8.58,        2.27,     10.0000,    256.0000,Volcanic,4,4,1,          -1,          -1,110,1,         378,2009,Fabio Donadini,-999,-999,6873,
      -50000,       50000,       50000,        9.10,        0.60,     10.0000,    256.0000,Volcanic,4,4,1,          -1,          -1,110,1,         378,2009,Fabio Donadini,-999,-999,6874,
      -50000,       50000,       50000,       10.70,        1.96,     10.0000,    256.0000,Volcanic,4,4,1,          -1,          -1,110,1,         378,2009,Fabio Donadini,-999,-999,6875,
      -50000,       50000,       50000,       10.44,     -999.00,     10.0000,    256.0000,Volcanic,4,4,1,          -1,          -1,110,1,         378,2009,Fabio Donadini,-999,-999,6876,
      -50000,       50000,       50000,        8.28,        0.90,     10.0000,    256.0000,Volcanic,4,4,1,          -1,          -1,110,1,         378,2009,Fabio Donadini,-999,-999,6877,
      -50000,       50000,       50000,        8.99,        0.01,     10.0000,    256.0000,Volcanic,4,4,1,          -1,          -1,110,1,         378,2009,Fabio Donadini,-999,-999,6878,
      -50000,       50000,       50000,        9.83,        1.18,     10.0000,    256.0000,Volcanic,4,4,1,          -1,          -1,110,1,         378,2009,Fabio Donadini,-999,-999,6879,
      -49900,          -1,          -1,        4.08,        0.38,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3349,
      -49300,          -1,          -1,        3.11,        0.27,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3350,
      -48600,          -1,          -1,        3.49,     -999.00,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3351,
      -48050,          -1,          -1,        3.25,        0.16,     45.7500,      3.0500,Volcanic,4,1,-1,          -1,          -1,104,1,         154,2007,Fabio Donadini,-999,-999,3530,
      -47443,          -1,          -1,        4.87,        0.57,     17.4000,    246.8000,Volcanic,4,2,1,          -1,          -1,110,1,         375,2009,Fabio Donadini,-999,-999,6861,
      -46700,          -1,          -1,        4.55,        1.10,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3352,
      -46100,          -1,          -1,        3.54,        0.60,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3353,
      -46000,       22000,       22000,        5.84,        0.39,    -37.5000,     77.3000,Volcanic,4,2,1,          -1,          -1,107,1,         148,2007,Fabio Donadini,-999,-999,3505,
      -45914,          -1,          -1,        2.85,        0.18,     17.4000,    246.8000,Volcanic,4,2,1,          -1,          -1,110,1,         375,2009,Fabio Donadini,-999,-999,6860,
      -45400,          -1,          -1,        5.11,        2.15,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3354,
      -45399,          -1,          -1,        3.33,     -999.00,     17.4000,    246.8000,Volcanic,4,2,1,          -1,          -1,110,1,         375,2009,Fabio Donadini,-999,-999,6872,
      -44598,          -1,          -1,        5.81,        0.31,     19.4000,    246.5000,Volcanic,4,2,1,          -1,          -1,110,1,         375,2009,Fabio Donadini,-999,-999,6839,
      -44323,         680,         771,        4.24,        0.07,     38.5000,    -27.2000,Volcanic,4,14,-1,          -1,          -1,102,1,         776,2019,Gwenael Herve,-999,-999,11099,
      -44100,          -1,          -1,        3.22,     -999.00,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3355,
      -44000,         680,         680,        8.88,        1.69,     18.9347,    262.5281,Volcanic,4,4,1,          -1,          -1,104,1,         912,2020,Gwenael Herve,-999,-999,13145,
      -44000,         700,         700,        8.79,        0.45,     18.9353,    -97.4724,Volcanic,4,10,-1,          -1,          -1,104,1,         792,2019,Gwenael Herve,-999,-999,11241,
      -43500,          -1,          -1,        3.83,        0.29,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3356,
      -43448,        2367,        2367,        7.92,        0.69,     19.5900,    263.0100,Volcanic,4,4,1,          -1,          -1,102,1,         912,2020,Gwenael Herve,-999,-999,13144,
      -43260,          -1,          -1,        3.58,        0.20,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1158,
      -43000,          -1,          -1,        3.06,        0.19,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1159,
      -43000,          -1,          -1,       12.73,        1.71,     15.7300,    254.5500,Volcanic,4,2,1,          -1,          -1,-1,1,         405,2009,Fabio Donadini,-999,-999,8073,
      -43000,          -1,          -1,        4.21,        1.43,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3252,
      -42800,          -1,          -1,        3.09,        0.69,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3357,
      -42740,          -1,          -1,        3.31,        0.11,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1160,
      -42650,        3300,        3300,        5.26,        1.09,     45.6590,      2.9708,Volcanic,4,1,1,          -1,          -1,113,1,         828,2019,Maxwell Brown,-999,-999,11854,
      -42221,          -1,          -1,        4.27,        0.04,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1161,
      -42221,          -1,          -1,        5.71,        1.84,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3253,
      -42050,        7000,        7000,        5.08,        1.17,     45.6862,      2.9410,Volcanic,4,1,1,          -1,          -1,104,1,         828,2019,Maxwell Brown,-999,-999,11859,
      -41950,        2600,        2600,        7.87,        1.93,     45.7465,      3.0670,Volcanic,4,1,1,          -1,          -1,107;113,1,         828,2019,Maxwell Brown,-999,-999,11852,
      -41897,          -1,          -1,        2.79,        0.39,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1162,
      -41897,          -1,          -1,        4.88,        0.36,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3254,
      -41787,          -1,          -1,        4.10,        0.20,     19.4000,    246.4000,Volcanic,4,2,1,          -1,          -1,110,1,         375,2009,Fabio Donadini,-999,-999,6851,
      -41450,           0,           0,        8.48,        1.67,     19.7128,   -155.0542,Volcanic,4,1,1,          -1,          -1,107;109,3,         874,2019,Maxwell Brown,-999,-999,12313,
      -40950,        7800,        7800,        0.73,        0.03,     63.8700,    337.6600,Volcanic,4,2,2,          -1,           1,113,1,         491,2009,Fabio Donadini,-999,-999,8718,
      -40950,        7800,        7800,        0.56,        0.06,     63.8700,    337.6600,Volcanic,4,4,2,          -1,           1,113,1,         491,2011,Fabio Donadini,-999,-999,8720,
      -40950,        7800,        7800,        3.17,     -999.00,     63.8800,    337.7100,Volcanic,4,2,2,          -1,           1,113,1,         491,2011,Fabio Donadini,-999,-999,8722,
      -40950,        7800,        7800,        2.59,     -999.00,     63.8800,    337.7100,Volcanic,4,2,2,          -1,           1,113,1,         491,2011,Fabio Donadini,-999,-999,8723,
      -40950,        7800,        7800,        2.57,        0.06,     63.8900,    337.7000,Volcanic,4,2,2,          -1,           1,113,1,         491,2011,Fabio Donadini,-999,-999,8727,
      -40950,        7800,        7800,        8.29,        0.57,     63.8800,    337.6800,Volcanic,4,2,2,          -1,           1,113,1,         491,2011,Fabio Donadini,-999,-999,8729,
      -40950,        7800,        7800,        6.69,        0.15,     63.8800,    337.6900,Volcanic,4,2,2,          -1,           1,113,1,         491,2011,Fabio Donadini,-999,-999,8740,
      -40950,        7800,        7800,        4.69,        0.03,     63.8800,    337.6900,Volcanic,4,2,2,          -1,           1,113,1,         491,2011,Fabio Donadini,-999,-999,8742,
      -40950,        7800,        7800,        3.99,        0.31,     63.8600,    337.6600,Volcanic,4,2,2,          -1,           1,113,1,         491,2011,Fabio Donadini,-999,-999,8744,
      -40950,        7800,        7800,        3.83,     -999.00,     63.8600,    337.6700,Volcanic,4,2,2,          -1,           1,113,1,         491,2011,Fabio Donadini,-999,-999,8746,
      -40900,        7800,        7800,        0.59,        0.03,     64.1200,    338.4500,Volcanic,4,2,1,          -1,          -1,113,1,         147,2007,Fabio Donadini,-999,-999,3504,
      -40824,          -1,          -1,        2.92,        0.16,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1163,
      -40800,          -1,          -1,        8.15,        0.38,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3358,
      -40466,          -1,          -1,        3.03,        0.04,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1164,
      -40350,        1800,        1800,        7.11,        0.89,     45.8802,      3.0625,Volcanic,4,1,1,          -1,          -1,107;113,1,         828,2019,Maxwell Brown,-999,-999,11871,
      -40108,          -1,          -1,        3.29,     -999.00,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1165,
      -40108,          -1,          -1,        4.30,     -999.00,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3255,
      -39760,        2400,        2400,        6.04,        0.67,     19.5896,    -96.9873,Volcanic,4,10,-1,          -1,          -1,102,1,         792,2019,Gwenael Herve,-999,-999,11246,
      -39741,          -1,          -1,        3.68,        0.06,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1166,
      -39741,          -1,          -1,        4.46,        0.49,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3256,
      -39450,        1700,        1700,        2.25,        0.54,     45.8413,      2.9055,Volcanic,4,1,1,          -1,          -1,107;113,1,         828,2019,Maxwell Brown,-999,-999,11842,
      -39400,          -1,          -1,        3.63,     -999.00,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3359,
      -39392,          -1,          -1,        3.65,        0.84,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1167,
      -39392,          -1,          -1,        4.59,        0.92,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3257,
      -39350,        1300,        1300,        2.71,        0.55,     45.7653,      3.0320,Volcanic,4,1,1,          -1,          -1,107;113,1,         828,2019,Maxwell Brown,-999,-999,11844,
      -39350,        1300,        1300,        3.23,        0.71,     45.7683,      3.0138,Volcanic,4,1,1,          -1,          -1,107;113,1,         828,2019,Maxwell Brown,-999,-999,11846,
      -39350,        1300,        1300,        0.29,     -999.00,     45.7652,      3.0505,Volcanic,4,1,1,          -1,          -1,107;113,1,         828,2019,Maxwell Brown,-999,-999,11848,
      -39250,        1200,        1200,        3.23,        0.45,     45.8250,      3.0680,Volcanic,4,1,1,          -1,          -1,107;113,1,         828,2019,Maxwell Brown,-999,-999,11867,
      -39047,          -1,          -1,        2.47,        0.36,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1168,
      -39000,          -1,          -1,        3.36,     -999.00,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3360,
      -38800,          -1,          -1,        5.06,        0.47,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3361,
      -38701,          -1,          -1,        3.41,        0.30,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1169,
      -38701,          -1,          -1,        4.95,        1.32,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3258,
      -38600,          -1,          -1,        6.05,        0.52,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3362,
      -38600,          -1,          -1,        6.20,        1.28,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3363,
      -38549,          -1,          -1,        3.65,        0.26,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1170,
      -38549,          -1,          -1,        4.97,        1.01,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3259,
      -38450,        1100,        1100,        1.28,        0.41,     45.7410,      2.8722,Volcanic,4,2,1,          -1,          -1,107;113,1,         828,2019,Maxwell Brown,-999,-999,11841,
      -38398,          -1,          -1,        2.41,        1.53,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1171,
      -38350,        1900,        1900,        0.96,        0.23,     45.7598,      2.9088,Volcanic,4,1,1,          -1,          -1,107;113,1,         828,2019,Maxwell Brown,-999,-999,11864,
      -38313,          -1,          -1,        9.10,        1.12,     19.4000,    246.5000,Volcanic,4,2,1,          -1,          -1,110,1,         375,2009,Fabio Donadini,-999,-999,6840,
      -38250,        1300,        1300,        1.22,        0.15,     45.7422,      2.9700,Volcanic,4,2,-1,          -1,          -1,107;113,1,         828,2019,Maxwell Brown,-999,-999,11839,
      -38242,          -1,          -1,        4.54,        0.78,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1172,
      -38147,          -1,          -1,        5.43,        0.25,     19.7000,    246.4000,Volcanic,4,2,1,          -1,          -1,110,1,         375,2009,Fabio Donadini,-999,-999,6826,
      -38100,          -1,          -1,       10.41,        1.12,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3364,
      -38086,          -1,          -1,        5.05,        1.49,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1173,
      -38086,          -1,          -1,        8.13,        0.74,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3260,
      -38000,          -1,          -1,        9.34,     -999.00,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3365,
      -38000,        3000,        3000,        8.29,        0.09,     21.7603,    314.7713,Volcanic,4,2,1,          -1,          -1,113,1,         158,2007,Fabio Donadini,-999,-999,3542,
      -37936,          -1,          -1,        8.46,        0.36,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1174,
      -37936,          -1,          -1,        8.91,        0.74,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3261,
      -37800,          -1,          -1,        7.75,     -999.00,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3366,
      -37785,          -1,          -1,        7.03,        0.63,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1175,
      -37785,          -1,          -1,        9.16,        0.47,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3262,
      -37600,          -1,          -1,        6.05,     -999.00,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3367,
      -37500,          -1,          -1,        5.62,        0.96,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3368,
      -37450,           0,           0,        6.92,        0.01,     19.7128,   -155.0542,Volcanic,52,4,1,          -1,          -1,107;109,3,         873,2019,Maxwell Brown,-999,-999,12307,
      -37450,           0,           0,        7.95,        1.43,     19.7128,   -155.0542,Volcanic,4,1,1,          -1,          -1,107;109,3,         874,2019,Maxwell Brown,-999,-999,12312,
      -37300,          -1,          -1,        6.67,     -999.00,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3369,
      -37100,          -1,          -1,        4.75,        0.18,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3370,
      -37050,         160,         160,        9.30,        1.35,     19.2200,    260.7300,Volcanic,4,2,1,          -1,          -1,113,1,         143,2007,Fabio Donadini,Gwena&#235;l Herv&#233;,5/1/2019,3495,
      -37000,        7000,        7000,        3.28,        0.27,     30.4856,    243.8961,Volcanic,4,10,-1,          -1,           4,107;118,1,         418,2009,Fabio Donadini,Maxwell Brown,5/1/2019,8183,
      -37000,        7000,        7000,        3.11,        0.39,     30.4856,    243.8961,Volcanic,4,7,1,          -1,          -1,107;118,1,         418,2009,Fabio Donadini,Maxwell Brown,5/1/2019,8184,
      -36993,          -1,          -1,        6.28,        0.16,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1176,
      -36700,          -1,          -1,        6.85,        0.34,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3371,
      -36600,          -1,          -1,        6.34,        0.56,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3372,
      -36517,          -1,          -1,        7.35,        0.36,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1177,
      -36500,          -1,          -1,        4.08,     -999.00,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3373,
      -36424,          -1,          -1,        5.51,        0.72,     19.4000,    246.5000,Volcanic,4,2,1,          -1,          -1,110,1,         375,2009,Fabio Donadini,-999,-999,6859,
      -36200,          -1,          -1,        5.53,        0.09,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3374,
      -36050,       11000,       11000,        0.45,        0.09,    -36.9200,    174.8500,Volcanic,4,20,-1,          -1,          -1,102;104,1,         376,2009,Fabio Donadini,Maxwell Brown,5/1/2019,6883,
      -36042,          -1,          -1,        3.45,        0.56,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1178,
      -36022,          -1,          -1,        6.09,        0.39,     17.4000,    246.8000,Volcanic,4,2,1,          -1,          -1,110,1,         375,2009,Fabio Donadini,-999,-999,6871,
      -35250,          -1,          -1,        3.78,        0.37,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1179,
      -35100,          -1,          -1,        3.63,     -999.00,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3375,
      -35091,          -1,          -1,        4.59,     -999.00,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1180,
      -35091,          -1,          -1,        3.52,        0.67,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3263,
      -35000,          -1,          -1,        6.56,        0.47,     19.7500,    204.9200,Volcanic,4,2,1,          -1,          -1,102;109,1,         140,2009,Fabio Donadini,-999,-999,3474,
      -34932,          -1,          -1,        3.73,        0.41,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1181,
      -34772,          -1,          -1,        4.18,        2.65,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1182,
      -34772,          -1,          -1,        6.31,        1.05,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3264,
      -34750,        5800,        5800,        5.65,        0.94,     45.7040,      2.9168,Volcanic,4,1,1,          -1,          -1,104,1,         828,2019,Maxwell Brown,-999,-999,11866,
      -34700,          -1,          -1,        3.94,     -999.00,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3376,
      -34444,          -1,          -1,        4.33,        0.43,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1183,
      -34444,          -1,          -1,        7.17,        0.72,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3265,
      -34300,          -1,          -1,        4.55,     -999.00,     19.4700,    205.1000,Volcanic,4,2,1,          -1,          -1,107;109,1,         135,2007,Fabio Donadini,-999,-999,3377,
      -34287,          -1,          -1,        3.80,        0.10,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1184,
      -34129,          -1,          -1,        6.70,        1.97,     19.4830,    205.1000,Volcanic,4,1,1,          -1,          -1,106,1,         133,2007,Fabio Donadini,Maxwell Brown,7/24/2017,3266,
      -34050,       34050,       34050,        9.35,        0.02,      9.8670,    255.7081,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6656,
      -34050,       34050,       34050,        8.79,        0.05,      9.2799,    255.7819,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6657,
      -34050,       34050,       34050,        6.14,        0.05,      9.5135,    255.7339,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6658,
      -34050,       34050,       34050,        8.09,        0.05,      9.7736,    255.7212,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6659,
      -34050,       34050,       34050,        9.55,        0.05,      9.8333,    255.6876,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6660,
      -34050,       34050,       34050,        3.11,        0.07,      9.5290,    255.7780,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6661,
      -34050,       34050,       34050,        8.05,        0.07,      9.6080,    255.7459,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6662,
      -34050,       34050,       34050,        7.19,        0.07,      9.8172,    255.7409,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6663,
      -34050,       34050,       34050,        8.56,        0.07,      9.8271,    255.7105,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6664,
      -34050,       34050,       34050,        8.80,        0.07,      9.8389,    255.7089,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6665,
      -34050,       34050,       34050,        9.47,        0.07,      9.8711,    255.7037,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6666,
      -34050,       34050,       34050,        1.74,        0.10,      9.5215,    255.7874,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6667,
      -34050,       34050,       34050,        8.91,        0.10,      9.7742,    255.7204,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6668,
      -34050,       34050,       34050,        9.67,        0.10,      9.8253,    255.6990,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6669,
      -34050,       34050,       34050,       11.73,        0.10,      9.8354,    255.7000,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6670,
      -34050,       34050,       34050,        1.83,        0.10,      9.8585,    255.6698,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6671,
      -34050,       34050,       34050,        9.71,        0.10,      9.9217,    255.6970,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6672,
      -34050,       34050,       34050,        3.46,        0.12,      9.5292,    255.7742,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6673,
      -34050,       34050,       34050,        8.39,        0.12,      9.7702,    255.7208,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6674,
      -34050,       34050,       34050,        9.18,        0.12,      9.7947,    255.7170,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6675,
      -34050,       34050,       34050,        9.49,        0.12,      9.8672,    255.7032,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6676,
      -34050,       34050,       34050,       10.38,        0.12,      9.9103,    255.6995,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6677,
      -34050,       34050,       34050,        3.70,        0.15,      9.5285,    255.7825,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6678,
      -34050,       34050,       34050,        8.16,        0.15,      9.7861,    255.7174,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6679,
      -34050,       34050,       34050,        8.63,        0.15,      9.7947,    255.7151,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6680,
      -34050,       34050,       34050,        5.93,        0.15,      9.8186,    255.6902,Volcanic,4,2,1,          -1,          -1,110,1,         374,2009,Fabio Donadini,Maxwell Brown,7/24/2017,6681,
